config_name,config_id,dU,dV,dW,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
NEW_LHS_1838_Type3_UFreeze_Unequal2,24,0.0,0.1,1.0,1000000,999039,997795,23,23,23,0,0,0.0023,0.0023,0.0023,0.0023
