config_name,config_id,dU,dV,dW,sigma,n_samples,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,filter_count,rob_diego,rob_shaberi_total,rob_shaberi_type_I
NEW_RMT_1823_Type1_UFast_Unequal2,4,1.0,0.1,0.1,7.0,500000,73173,14424,14424,14418,6,0,0,2.8848,2.8848,2.8836
NEW_RMT_1823_Type1_UFast_Unequal2,4,1.0,0.1,0.1,8.0,500000,66833,13938,13938,13915,23,0,0,2.7876,2.7876,2.783
NEW_RMT_1823_Type1_UFast_Unequal2,4,1.0,0.1,0.1,9.0,500000,61663,13335,13335,13275,60,0,0,2.667,2.667,2.655
NEW_RMT_1823_Type1_UFast_Unequal2,4,1.0,0.1,0.1,10.0,500000,57346,12889,12889,12758,131,0,0,2.5778,2.5778,2.5516
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.1,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.2,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.3,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.4,500000,499562,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.5,500000,495492,10,10,10,0,0,0,0.002,0.002,0.002
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.58,500000,486045,73,73,73,0,0,0,0.0146,0.0146,0.0146
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.6,500000,482662,99,99,99,0,0,0,0.0198,0.0198,0.0198
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.7,500000,460928,330,330,330,0,0,0,0.066,0.066,0.066
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.8,500000,433280,750,750,750,0,0,0,0.15,0.15,0.15
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,0.9,500000,403439,1417,1417,1417,0,0,0,0.2834,0.2834,0.2834
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,1.0,500000,374064,2214,2214,2214,0,0,0,0.4428,0.4428,0.4428
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,1.1,500000,346492,3215,3215,3215,0,0,0,0.643,0.643,0.643
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,1.2,500000,321234,4291,4291,4291,0,0,0,0.8582,0.8582,0.8582
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,1.3,500000,298617,5344,5344,5344,0,0,0,1.0688,1.0688,1.0688
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,1.4,500000,278542,6407,6407,6407,0,0,0,1.2814,1.2814,1.2814
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,1.5,500000,260816,7574,7574,7574,0,0,0,1.5148,1.5148,1.5148
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,1.6,500000,245068,8538,8538,8538,0,0,0,1.7076,1.7076,1.7076
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,1.8,500000,219021,10453,10453,10453,0,0,0,2.0906,2.0906,2.0906
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,2.0,500000,198141,12188,12188,12188,0,0,0,2.4376,2.4376,2.4376
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,2.2,500000,181037,13480,13480,13480,0,0,0,2.696,2.696,2.696
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,2.4,500000,166960,14527,14527,14527,0,0,0,2.9054,2.9054,2.9054
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,2.6,500000,155337,15516,15516,15516,0,0,0,3.1032,3.1032,3.1032
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,2.8,500000,145463,16314,16314,16314,0,0,0,3.2628,3.2628,3.2628
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,3.0,500000,137181,16870,16870,16870,0,0,0,3.374,3.374,3.374
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,3.2,500000,130047,17345,17345,17345,0,0,0,3.469,3.469,3.469
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,3.4,500000,123759,17651,17651,17651,0,0,0,3.5302,3.5302,3.5302
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,3.6,500000,118333,18046,18046,18046,0,0,0,3.6092,3.6092,3.6092
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,3.8,500000,113543,18314,18314,18314,0,0,0,3.6628,3.6628,3.6628
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,4.0,500000,109120,18341,18341,18341,0,0,0,3.6682,3.6682,3.6682
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,4.5,500000,99915,18560,18560,18560,0,0,0,3.712,3.712,3.712
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,5.0,500000,92591,18684,18684,18684,0,0,0,3.7368,3.7368,3.7368
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,5.5,500000,86521,18436,18436,18436,0,0,0,3.6872,3.6872,3.6872
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,6.0,500000,81401,18166,18166,18166,0,0,0,3.6332,3.6332,3.6332
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,7.0,500000,73173,17386,17386,17386,0,0,0,3.4772,3.4772,3.4772
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,8.0,500000,66833,16635,16635,16635,0,0,0,3.327,3.327,3.327
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,9.0,500000,61663,15831,15831,15831,0,0,0,3.1662,3.1662,3.1662
NEW_RMT_1823_Type1_UFast_Unequal3,5,10.0,0.1,1.0,10.0,500000,57346,15060,15060,15060,0,0,0,3.012,3.012,3.012
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.1,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.2,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.3,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.4,500000,499562,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.5,500000,495492,22,22,22,0,0,0,0.0044,0.0044,0.0044
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.58,500000,486045,117,117,117,0,0,0,0.0234,0.0234,0.0234
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.6,500000,482662,152,152,152,0,0,0,0.0304,0.0304,0.0304
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.7,500000,460928,493,493,493,0,0,0,0.0986,0.0986,0.0986
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.8,500000,433280,1089,1089,1089,0,0,0,0.2178,0.2178,0.2178
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,0.9,500000,403439,2065,2065,2065,0,0,0,0.413,0.413,0.413
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,1.0,500000,374064,3190,3190,3190,0,0,0,0.638,0.638,0.638
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,1.1,500000,346492,4626,4626,4626,0,0,0,0.9252,0.9252,0.9252
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,1.2,500000,321234,6131,6131,6131,0,0,0,1.2262,1.2262,1.2262
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,1.3,500000,298617,7662,7662,7662,0,0,0,1.5324,1.5324,1.5324
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,1.4,500000,278542,9161,9161,9161,0,0,0,1.8322,1.8322,1.8322
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,1.5,500000,260816,10733,10733,10733,0,0,0,2.1466,2.1466,2.1466
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,1.6,500000,245068,12148,12148,12148,0,0,0,2.4296,2.4296,2.4296
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,1.8,500000,219021,14885,14885,14885,0,0,0,2.977,2.977,2.977
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,2.0,500000,198141,17484,17484,17484,0,0,0,3.4968,3.4968,3.4968
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,2.2,500000,181037,19417,19417,19417,0,0,0,3.8834,3.8834,3.8834
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,2.4,500000,166960,21186,21186,21186,0,0,0,4.2372,4.2372,4.2372
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,2.6,500000,155337,22723,22723,22723,0,0,0,4.5446,4.5446,4.5446
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,2.8,500000,145463,23873,23873,23873,0,0,0,4.7746,4.7746,4.7746
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,3.0,500000,137181,24906,24906,24906,0,0,0,4.9812,4.9812,4.9812
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,3.2,500000,130047,25726,25726,25726,0,0,0,5.1452,5.1452,5.1452
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,3.4,500000,123759,26494,26494,26494,0,0,0,5.2988,5.2988,5.2988
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,3.6,500000,118333,27231,27231,27231,0,0,0,5.4462,5.4462,5.4462
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,3.8,500000,113543,27855,27855,27855,0,0,0,5.571,5.571,5.571
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,4.0,500000,109120,28161,28161,28161,0,0,0,5.6322,5.6322,5.6322
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,4.5,500000,99915,28846,28846,28846,0,0,0,5.7692,5.7692,5.7692
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,5.0,500000,92591,29213,29213,29213,0,0,0,5.8426,5.8426,5.8426
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,5.5,500000,86521,29316,29316,29316,0,0,0,5.8632,5.8632,5.8632
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,6.0,500000,81401,29290,29290,29290,0,0,0,5.858,5.858,5.858
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,7.0,500000,73173,28699,28699,28699,0,0,0,5.7398,5.7398,5.7398
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,8.0,500000,66833,28058,28058,28058,0,0,0,5.6116,5.6116,5.6116
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,9.0,500000,61663,27357,27357,27357,0,0,0,5.4714,5.4714,5.4714
NEW_RMT_1823_Type1_UFast_Unequal4,6,10.0,1.0,0.1,10.0,500000,57346,26437,26437,26437,0,0,0,5.2874,5.2874,5.2874
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.1,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.2,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.3,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.4,500000,499562,12,12,12,0,0,0,0.0024,0.0024,0.0024
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.5,500000,495492,163,163,163,0,0,0,0.0326,0.0326,0.0326
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.58,500000,486045,561,561,561,0,0,0,0.1122,0.1122,0.1122
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.6,500000,482662,719,719,719,0,0,0,0.1438,0.1438,0.1438
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.7,500000,460928,1907,1907,1907,0,0,0,0.3814,0.3814,0.3814
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.8,500000,433280,3607,3607,3607,0,0,0,0.7214,0.7214,0.7214
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,0.9,500000,403439,5947,5947,5947,0,0,0,1.1894,1.1894,1.1894
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,1.0,500000,374064,8567,8567,8567,0,0,0,1.7134,1.7134,1.7134
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,1.1,500000,346492,11149,11149,11149,0,0,0,2.2298,2.2298,2.2298
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,1.2,500000,321234,14019,14019,14019,0,0,0,2.8038,2.8038,2.8038
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,1.3,500000,298617,16434,16434,16434,0,0,0,3.2868,3.2868,3.2868
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,1.4,500000,278542,18971,18971,18971,0,0,0,3.7942,3.7942,3.7942
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,1.5,500000,260816,21132,21132,21132,0,0,0,4.2264,4.2264,4.2264
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,1.6,500000,245068,23241,23241,23241,0,0,0,4.6482,4.6482,4.6482
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,1.8,500000,219021,27011,27011,27011,0,0,0,5.4022,5.4022,5.4022
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,2.0,500000,198141,30229,30229,30229,0,0,0,6.0458,6.0458,6.0458
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,2.2,500000,181037,32513,32513,32513,0,0,0,6.5026,6.5026,6.5026
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,2.4,500000,166960,34414,34414,34414,0,0,0,6.8828,6.8828,6.8828
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,2.6,500000,155337,35808,35808,35808,0,0,0,7.1616,7.1616,7.1616
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,2.8,500000,145463,37067,37067,37067,0,0,0,7.4134,7.4134,7.4134
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,3.0,500000,137181,38103,38103,38103,0,0,0,7.6206,7.6206,7.6206
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,3.2,500000,130047,38897,38897,38897,0,0,0,7.7794,7.7794,7.7794
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,3.4,500000,123759,39484,39484,39484,0,0,0,7.8968,7.8968,7.8968
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,3.6,500000,118333,39969,39969,39969,0,0,0,7.9938,7.9938,7.9938
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,3.8,500000,113543,40355,40355,40355,0,0,0,8.071,8.071,8.071
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,4.0,500000,109120,40416,40416,40416,0,0,0,8.0832,8.0832,8.0832
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,4.5,500000,99915,40487,40487,40487,0,0,0,8.0974,8.0974,8.0974
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,5.0,500000,92591,40415,40415,40415,0,0,0,8.083,8.083,8.083
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,5.5,500000,86521,39999,39999,39999,0,0,0,7.9998,7.9998,7.9998
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,6.0,500000,81401,39317,39317,39314,3,0,0,7.8634,7.8634,7.8628
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,7.0,500000,73173,37878,37878,37861,17,0,0,7.5756,7.5756,7.5722
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,8.0,500000,66833,36438,36438,36382,56,0,0,7.2876,7.2876,7.2764
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,9.0,500000,61663,34897,34897,34757,140,0,0,6.9794,6.9794,6.9514
NEW_RMT_1823_Type1_UFast_Unequal5,7,10.0,0.1,0.1,10.0,500000,57346,33300,33300,33048,252,0,0,6.66,6.66,6.6096
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.1,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.2,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.3,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.4,500000,499562,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.5,500000,495492,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.58,500000,486045,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.6,500000,482662,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.7,500000,460928,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.8,500000,433280,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,0.9,500000,403439,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,1.0,500000,374064,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,1.1,500000,346492,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,1.2,500000,321234,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,1.3,500000,298617,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,1.4,500000,278542,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,1.5,500000,260816,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,1.6,500000,245068,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,1.8,500000,219021,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,2.0,500000,198141,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,2.2,500000,181037,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,2.4,500000,166960,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,2.6,500000,155337,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,2.8,500000,145463,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,3.0,500000,137181,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,3.2,500000,130047,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,3.4,500000,123759,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,3.6,500000,118333,0,0,0,0,1,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,3.8,500000,113543,0,0,0,0,1,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,4.0,500000,109120,0,0,0,0,2,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,4.5,500000,99915,0,0,0,0,4,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,5.0,500000,92591,0,0,0,0,6,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,5.5,500000,86521,0,0,0,0,14,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,6.0,500000,81401,0,0,0,0,19,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,7.0,500000,73173,0,0,0,0,34,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,8.0,500000,66833,0,0,0,0,60,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,9.0,500000,61663,0,0,0,0,80,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal1,8,0.0,1.0,1.0,10.0,500000,57346,0,0,0,0,112,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.1,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.2,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.3,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.4,500000,499562,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.5,500000,495492,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.58,500000,486045,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.6,500000,482662,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.7,500000,460928,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.8,500000,433280,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,0.9,500000,403439,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,1.0,500000,374064,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,1.1,500000,346492,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,1.2,500000,321234,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,1.3,500000,298617,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,1.4,500000,278542,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,1.5,500000,260816,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,1.6,500000,245068,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,1.8,500000,219021,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,2.0,500000,198141,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,2.2,500000,181037,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,2.4,500000,166960,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,2.6,500000,155337,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,2.8,500000,145463,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,3.0,500000,137181,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,3.2,500000,130047,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,3.4,500000,123759,0,0,0,0,0,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,3.6,500000,118333,0,0,0,0,1,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,3.8,500000,113543,0,0,0,0,1,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,4.0,500000,109120,0,0,0,0,2,0,0.0,0.0,0.0
NEW_RMT_1823_Type2_UFreeze_Equal2,9,0.0,0.1,0.1,4.5,500000,99915,0,0,0,0,4,0,0.0,0.0,0.0
