config_name,config_id,diffusion,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
NEW_LHS_1838_Type2_VFreeze_Unequal4,17,"{'dU': 10.0, 'dV': 0.0, 'dW': 0.1}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type2_VFreeze_Unequal5,18,"{'dU': 1.0, 'dV': 0.0, 'dW': 10.0}",1000000,999039,997795,15,15,15,0,0,0.0015,0.0015,0.0015,0.0015
NEW_LHS_1838_Type2_VFreeze_Unequal6,19,"{'dU': 10.0, 'dV': 0.0, 'dW': 1.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Equal1,20,"{'dU': 1.0, 'dV': 1.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Equal2,21,"{'dU': 0.1, 'dV': 0.1, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Equal3,22,"{'dU': 10.0, 'dV': 10.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Unequal1,23,"{'dU': 1.0, 'dV': 0.1, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Unequal2,24,"{'dU': 0.1, 'dV': 1.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Unequal3,25,"{'dU': 10.0, 'dV': 1.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Unequal4,26,"{'dU': 1.0, 'dV': 10.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Unequal5,27,"{'dU': 0.1, 'dV': 10.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_WFreeze_Unequal6,28,"{'dU': 10.0, 'dV': 0.1, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_UFreeze_Equal1,29,"{'dU': 0.0, 'dV': 1.0, 'dW': 1.0}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
NEW_LHS_1838_Type3_UFreeze_Equal2,30,"{'dU': 0.0, 'dV': 0.1, 'dW': 0.1}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
NEW_LHS_1838_Type3_UFreeze_Equal3,31,"{'dU': 0.0, 'dV': 10.0, 'dW': 10.0}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
NEW_LHS_1838_Type3_UFreeze_Unequal1,32,"{'dU': 0.0, 'dV': 1.0, 'dW': 0.1}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_UFreeze_Unequal2,33,"{'dU': 0.0, 'dV': 0.1, 'dW': 1.0}",1000000,999039,997795,23,23,23,0,0,0.0023,0.0023,0.0023,0.0023
NEW_LHS_1838_Type3_UFreeze_Unequal3,34,"{'dU': 0.0, 'dV': 10.0, 'dW': 1.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type3_UFreeze_Unequal4,35,"{'dU': 0.0, 'dV': 1.0, 'dW': 10.0}",1000000,999039,997795,23,23,23,0,0,0.0023,0.0023,0.0023,0.0023
NEW_LHS_1838_Type3_UFreeze_Unequal5,36,"{'dU': 0.0, 'dV': 0.1, 'dW': 10.0}",1000000,999039,997795,69,69,69,0,0,0.0069,0.0069,0.0069,0.0069
NEW_LHS_1838_Type3_UFreeze_Unequal6,37,"{'dU': 0.0, 'dV': 10.0, 'dW': 0.1}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
