config_name,config_id,diffusion,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
NEW_LHS_1838_Type1_Control_Slow,0,"{'dU': 0.1, 'dV': 0.1, 'dW': 0.1}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type1_Control_Equal,1,"{'dU': 1.0, 'dV': 1.0, 'dW': 1.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type1_Control_Fast,2,"{'dU': 10.0, 'dV': 10.0, 'dW': 10.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type1_WFast_Unequal1,3,"{'dU': 1.0, 'dV': 1.0, 'dW': 10.0}",1000000,999039,997795,5,5,5,0,0,0.0005,0.0005,0.0005,0.0005
NEW_LHS_1838_Type1_WFast_Unequal2,4,"{'dU': 0.1, 'dV': 0.1, 'dW': 1.0}",1000000,999039,997795,5,5,5,0,0,0.0005,0.0005,0.0005,0.0005
NEW_LHS_1838_Type1_WFast_Unequal3,5,"{'dU': 0.1, 'dV': 1.0, 'dW': 10.0}",1000000,999039,997795,16,16,16,0,0,0.0016,0.0016,0.0016,0.0016
NEW_LHS_1838_Type1_WFast_Unequal4,6,"{'dU': 1.0, 'dV': 0.1, 'dW': 10.0}",1000000,999039,997795,13,13,13,0,0,0.0013,0.0013,0.0013,0.0013
NEW_LHS_1838_Type1_WFast_Unequal5,7,"{'dU': 0.1, 'dV': 0.1, 'dW': 10.0}",1000000,999039,997795,44,44,44,0,0,0.0044,0.0044,0.0044,0.0044
NEW_LHS_1838_Type1_WFast_Unequal6,8,"{'dU': 1.0, 'dV': 0.0, 'dW': 10.0}",1000000,999039,997795,15,15,15,0,0,0.0015,0.0015,0.0015,0.0015
NEW_LHS_1838_Type1_WFast_Unequal7,9,"{'dU': 0.1, 'dV': 0.0, 'dW': 1.0}",1000000,999039,997795,15,15,15,0,0,0.0015,0.0015,0.0015,0.0015
NEW_LHS_1838_Type1_WFast_Unequal8,10,"{'dU': 0.1, 'dV': 0.0, 'dW': 10.0}",1000000,999039,997795,65,65,65,0,0,0.0065,0.0065,0.0065,0.0065
NEW_LHS_1838_Type2_VFreeze_Equal1,11,"{'dU': 1.0, 'dV': 0.0, 'dW': 1.0}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
NEW_LHS_1838_Type2_VFreeze_Equal2,12,"{'dU': 0.1, 'dV': 0.0, 'dW': 0.1}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
NEW_LHS_1838_Type2_VFreeze_Equal3,13,"{'dU': 10.0, 'dV': 0.0, 'dW': 10.0}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
NEW_LHS_1838_Type2_VFreeze_Unequal1,14,"{'dU': 0.1, 'dV': 0.0, 'dW': 1.0}",1000000,999039,997795,15,15,15,0,0,0.0015,0.0015,0.0015,0.0015
NEW_LHS_1838_Type2_VFreeze_Unequal2,15,"{'dU': 1.0, 'dV': 0.0, 'dW': 0.1}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
NEW_LHS_1838_Type2_VFreeze_Unequal3,16,"{'dU': 0.1, 'dV': 0.0, 'dW': 10.0}",1000000,999039,997795,65,65,65,0,0,0.0065,0.0065,0.0065,0.0065
