config_name,config_id,diffusion,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
LHS_1838_DDC_Type1,0,"{'dU': 1.0, 'dV': 0.0, 'dW': 10.0}",1000000,999039,997795,15,15,15,0,0,0.0015,0.0015,0.0015,0.0015
LHS_1838_DDC_Type1_Var1,1,"{'dU': 1.0, 'dV': 1.0, 'dW': 10.0}",1000000,999039,997795,5,5,5,0,0,0.0005,0.0005,0.0005,0.0005
LHS_1838_DDC_Type1_Var2,2,"{'dU': 0.0, 'dV': 1.0, 'dW': 10.0}",1000000,999039,997795,23,23,23,0,0,0.0023,0.0023,0.0023,0.0023
LHS_1838_DDC_Type1_Control,3,"{'dU': 1.0, 'dV': 0.0, 'dW': 1.0}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
LHS_1838_DDC_Type2_Equal,4,"{'dU': 1.0, 'dV': 1.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type2_Unequal1,5,"{'dU': 1.0, 'dV': 0.1, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type2_Unequal2,6,"{'dU': 0.1, 'dV': 1.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type2_Unequal3,7,"{'dU': 10.0, 'dV': 1.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type2_Unequal4,8,"{'dU': 1.0, 'dV': 10.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type2_Var1,9,"{'dU': 0.0, 'dV': 1.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type2_Var2,10,"{'dU': 1.0, 'dV': 0.0, 'dW': 0.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type3_Equal,11,"{'dU': 0.0, 'dV': 1.0, 'dW': 1.0}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
LHS_1838_DDC_Type3_Unequal1,12,"{'dU': 0.0, 'dV': 0.1, 'dW': 1.0}",1000000,999039,997795,23,23,23,0,0,0.0023,0.0023,0.0023,0.0023
LHS_1838_DDC_Type3_Unequal2,13,"{'dU': 0.0, 'dV': 1.0, 'dW': 0.1}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type3_Unequal3,14,"{'dU': 0.0, 'dV': 1.0, 'dW': 10.0}",1000000,999039,997795,23,23,23,0,0,0.0023,0.0023,0.0023,0.0023
LHS_1838_DDC_Type3_Unequal4,15,"{'dU': 0.0, 'dV': 10.0, 'dW': 1.0}",1000000,999039,997795,0,0,0,0,0,0.0,0.0,0.0,0.0
LHS_1838_DDC_Type3_Var1,16,"{'dU': 0.0, 'dV': 0.0, 'dW': 1.0}",1000000,999039,997795,130,130,0,130,0,0.013,0.013,0.0,0.0
LHS_1838_DDC_Type3_Var2,17,"{'dU': 1.0, 'dV': 0.0, 'dW': 1.0}",1000000,999039,997795,1,1,1,0,0,0.0001,0.0001,0.0001,0.0001
