config_name,config_id,dU,dV,dW,sigma,n_samples,stable,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.1,100000,100000,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.2,100000,100000,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.3,100000,100000,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.4,100000,99981,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.5,100000,99732,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.6,100000,98966,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.7,100000,97782,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.8,100000,96149,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,0.9,100000,94311,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,1.0,100000,92345,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,1.1,100000,90198,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,1.2,100000,88080,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,1.3,100000,85689,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,1.4,100000,83226,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,1.5,100000,80727,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,1.6,100000,78077,0,0,0,0,0,0.0,0.0,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,1.8,100000,72870,0,1,0,0,1,0.0,0.001,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,2.0,100000,67959,0,4,0,0,4,0.0,0.004,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,2.2,100000,63389,0,11,0,0,11,0.0,0.011,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,2.4,100000,59093,0,28,0,0,28,0.0,0.028,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,2.6,100000,55261,0,36,0,0,36,0.0,0.036,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,2.8,100000,51853,0,41,0,0,41,0.0,0.041,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,3.0,100000,48898,0,81,0,0,81,0.0,0.081,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,3.2,100000,46233,0,105,0,0,105,0.0,0.105,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,3.4,100000,43879,0,130,0,0,130,0.0,0.13,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,3.6,100000,41674,0,182,0,0,182,0.0,0.182,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,3.8,100000,39752,0,240,0,0,240,0.0,0.24,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,4.0,100000,38013,0,296,0,0,296,0.0,0.296,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,5.0,100000,31319,0,547,0,0,547,0.0,0.547,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,6.0,100000,26971,0,805,0,0,805,0.0,0.805,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,7.0,100000,23995,0,1056,0,0,1056,0.0,1.056,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,8.0,100000,21713,0,1218,0,0,1218,0.0,1.218,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,9.0,100000,19905,0,1333,0,0,1333,0.0,1.333,0.0
RMT_3954_CDD_Type2_Unequal1,14,0.0,0.1,1.0,10.0,100000,18489,0,1413,0,0,1413,0.0,1.413,0.0
