config_name,config_id,dU,dV,dW,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
DCC_Type2_Equal,3,1.0,1.0,0.0,500000,484620,475425,383,383,212,171,0,0.08055949939527791,0.08055949939527791,0.04459168112741232,0.04459168112741232
