config_name,config_id,dU,dV,dW,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I
NEW_LHS_3954_Type3_V2_Equal,17,0.0,1.0,1.0,100000,96952,95166,658,658,0,658,0,0.658,0.658,0.0
