config_name,config_id,dU,dV,dW,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
LHS_3954_DCI_Type2,34,1.0,0.0,0.0,1000000,969615,951296,11488,11488,0,11488,0,1.1488,1.1488,0.0,0.0
