config_name,config_id,dU,dV,dW,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
DCC_Type1,0,1.0,10.0,10.0,500000,484620,475425,40,40,40,0,0,0.008413524741021191,0.008413524741021191,0.008413524741021191,0.008413524741021191
