config_name,config_id,dU,dV,dW,sigma,n_samples,stable,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,filter_count,rob_diego,rob_shaberi_total,rob_shaberi_type_I
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.1,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.2,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.3,500000,500000,0,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.4,500000,499876,0,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.5,500000,498732,0,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.58,500000,496006,1,1,1,0,0,0,0.0002,0.0002,0.0002
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.6,500000,495049,3,3,3,0,0,0,0.0006,0.0006,0.0006
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.7,500000,488877,22,22,22,0,0,0,0.0044,0.0044,0.0044
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.8,500000,480598,106,106,106,0,0,0,0.0212,0.0212,0.0212
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,0.9,500000,471253,322,322,322,0,0,0,0.0644,0.0644,0.0644
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,1.0,500000,461448,621,621,621,0,0,0,0.1242,0.1242,0.1242
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,1.1,500000,450966,1074,1074,1074,0,0,0,0.2148,0.2148,0.2148
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,1.2,500000,439833,1597,1597,1597,0,0,0,0.3194,0.3194,0.3194
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,1.3,500000,428013,2122,2122,2122,0,0,0,0.4244,0.4244,0.4244
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,1.4,500000,415585,2707,2707,2707,0,0,0,0.5414,0.5414,0.5414
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,1.5,500000,402914,3308,3308,3308,0,0,0,0.6616,0.6616,0.6616
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,1.6,500000,389868,3865,3865,3863,2,0,0,0.773,0.773,0.7726
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,1.8,500000,364012,4935,4935,4927,8,0,0,0.987,0.987,0.9854
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,2.0,500000,339351,5840,5840,5804,36,0,0,1.168,1.168,1.1608
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,2.2,500000,316290,6829,6829,6728,101,0,0,1.3658,1.3658,1.3456
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,2.4,500000,295017,7511,7511,7289,222,0,0,1.5022,1.5022,1.4578
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,2.6,500000,276069,8224,8224,7812,412,0,0,1.6448,1.6448,1.5624
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,2.8,500000,259145,8788,8788,8107,681,0,0,1.7576,1.7576,1.6214
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,3.0,500000,244038,9354,9354,8288,1064,0,2,1.8708,1.8708,1.6576
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,3.2,500000,230592,9899,9899,8393,1503,0,3,1.9798,1.9798,1.6786
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,3.4,500000,218627,10309,10309,8329,1972,0,8,2.0618,2.0618,1.6658
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,3.6,500000,207970,10702,10702,8152,2538,0,12,2.1404,2.1404,1.6304
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,3.8,500000,198315,10980,10980,7843,3112,0,25,2.196,2.196,1.5686
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,4.0,500000,189657,11402,11402,7666,3687,0,49,2.2804,2.2804,1.5332
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,4.5,500000,171077,12153,12153,6955,5044,0,154,2.4306,2.4306,1.391
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,5.0,500000,156303,12800,12800,6151,6302,0,347,2.56,2.56,1.2302
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,5.5,500000,144217,13437,13437,5447,7331,0,659,2.6874,2.6874,1.0894
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,6.0,500000,134388,13879,13879,4606,8151,0,1122,2.7758,2.7758,0.9212
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,7.0,500000,119170,14564,14564,3366,8824,0,2374,2.9128,2.9128,0.6732
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,8.0,500000,107926,14995,14995,2579,8650,0,3766,2.999,2.999,0.5158
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,9.0,500000,99097,15213,15213,1969,8157,0,5087,3.0426,3.0426,0.3938
FINAL_RMT_3954_Type3_WFreeze_Equal2,36,0.1,0.1,0.0,10.0,500000,91995,15295,15295,1502,7482,0,6311,3.059,3.059,0.3004
