config_name,config_id,dU,dV,dW,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
3954_DCC_Type2_Unequal1,4,1.0,0.1,0.0,1000000,969615,951296,2828,2828,2534,294,0,0.2972786598493003,0.2972786598493003,0.2663734526372443,0.2663734526372443
