config_name,config_id,dU,dV,dW,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
1754_CDD_Type3_Equal,6,1.0,1.0,0.0,1000000,991417,984576,826,826,400,426,0,0.08389398075923037,0.08389398075923037,0.0406266250650026,0.0406266250650026
